pesel	50031626650
 username	Tak
 address	ul. Królewska 037 10-454 Chełm
 document-number	9905-9366-2414
 surname	Fitrzyk
 city	placu Letnia
 pesel	19322552454
 address	plac Spokojna 52 07-293 Lubartów
 name	Wola
 username	Nie
 document-number	5206-6356-9703
 name	Tobiass
 name	Jan
 name	Filip
 city	Krosna
 email	krystyna12@example.net
 age	26
 relative	córką
 relative	dziecko
 email	marcelinapruchnik@example.net
 city	pl.
 email	olgadusik@example.com
 age	82
 city	Płock
 address	ul. Kosynierów 14 64-539 Dzierżoniów
 relative	syn
 city	Ruda Śląska
 email	arycerz@example.org
 company	z o.o.
 email	jan10@example.org
 company	Platformy Streamingowe
 age	29
 pesel	47071570588
 age	82
 city	Radom
 company	Partnerstwo #Biznes #Innowacje #
 name	Anieli
 school-name	szkole
 name	Kornelia
 city	plac Orla
 city	pl.
 city	Zambrów
 age	35
 sex	kobieta
 username	Nie
 city	Gliwice
 name	Dagmara
 age	92
 phone	48 720 477 382
 date	29.10.1970
 age	48
 city	Chorzowie
 address	ulica Sarnia 77 86-166 Środa
 company	Chatbot
 address	ul. Kraszewskiego 95 80-966 Ostrowiec
 surname	Nazwisko
 phone	505 720 270
 name	Natan
 email	milejartur@example.net
 surname	Lula
 company	#stłuczenię

 address	plac Torowa 79/91 59-683 clkusz
 city	ul.
 name	Tola
 pesel	27122728652
 email	mkochanowicz@example.com
 relative	matka
 email	mieszkomorys@example.org
 name	Blanka
 city	Skawina
 school-name	Uniwersytetu Wrocławskiego
 city	rezlerpiotr@example.net
 email	qlempart@example.com
 date	07
 city	ul.
 address	pl. Polna 265 58-208 Leszmo
 address	pl. Maczka 82 72-834 Białystok
 phone	48 780 823 746
 city	Klonowa
 email	kopytmalwina@example.net
 phone	602 134 816
 city	Ruda Śląska
 phone	881 615 329
 address	aleja Łączńa 41/31 19-624 Ostrów
 city	Poznań
 phone	48 720 327 282
 address	pl. Mostowa 53/95 09-441 Zgierz
 relative	matka
 relative	męża
 document-number	JP6312
 age	53
 name	Korczaka
 date	2024
 email	ofeliniak@example.org
 pesel	73092297078
 address	aleja Żeromśkiego 31 26-369 Gdynia
 pesel	54083023380
 company	e‑mail
 company	Oddział Psychiatryczny
 city	pl.
 email	emil93@example.org
 phone	48 515 940 917
 address	ul. Cmentarna 682 17-482 Mielec
 city	Lublin1e
 phone	791 571 817
 city	Darknecie
 city	plac
 phone	790 810 728
 document-number	3125-5392-1301
 email	blankaslowiak@example.com
 school-name	Szkoła Główna Gospodarstwa Wiejskiego w Warszawie jest c
 pesel	23053031469
 address	ulica Złota 68 41-945 Skierni3wice
 email	smajewicz@example.org
 address	ulica Cisowa 240 44-168 Piekary
 city	aleja
 email	wojciechpotaczek@example.net
 relative	siostra
 document-number	2047-3639-4299
 city	Zielona Góra
 phone	608 864 545
 age	52
 email	justyna14@example.com
 phone	501 637 108
 name	Norbert
 date	26 grudnia 1992
 city	aleja Rózana
 pesel	84060584856
 phone	571 049 924
 surname	Kastelik
 pesel	24122691306
 email	arkadiusz14@example.com
 company	Tindera
 name	Tobiasz
 city	Kalinowa
 sex	kobieta
 name	Józef
 phone	577 884 103
 email	lukasz77@example.org
 company	ZUS
 school-name	Uniwersytetu
 phone	48 733 814 169
 company	e‑mail kalkasylwi4@example.org
 phone	571 647 587
 pesel	16051436190
 city	Wyszkowie
 name	Julianna
 email	juliuszwegrzynowicz@example.com
 address	plac Ściegiennego 64 
 pesel	63122261032
 username	Tak
 name	Boże
 email	mazanryszard@example.org
 address	pl. Chabrowa 392 56-066 Jawór
 company	0jciec
 sex	mężczyzna
 name	Ziomek
 surname	Czemczek
 surname	Szarpak
 city	Jasło
 city	ulica
 city	ul.
 age	79
 document-number	7426-1952-8952
 username	Tak
 phone	48 787 536 515
 city	Gorlice
 city	aleja uuładysława
 age	78
 address	ulica Żytnia 70/16 31-509 Cięchanów
 phone	531 349 962
 name	Ziomek
 document-number	8896-4574-7401
 age	65
 city	Suwałki
 city	Grodzisk Mazowiecki
 pesel	07321068036
 job-title	szef
 city	Zachodnią
 address	ulica Żeromskiego 84z 74-697 Żary
 date	1587
 phone	728 314 723
 relative	Dziecko
 address	plac Sokola 80/37 11-380 Siemianowice
 address	ulica Stolarska 71 32-846 Szczecinek
 date	18122541471
 city	ul.
 phone	69B 054 352
 surname	Cnwedoruk
 city	Białogard
 name	S
 phone	48 605 177 782
 name	Słowackiego
 pesel	72021698159
 address	pl. Dw0rska 98 04-768 Wodzisław
 age	72
 city	ul.
 company	910102961o5
 job-title	Szef
 name	Arkadiusz
 school-name	Uniwersytetu Marii Curie-Skłodowskiej w Lublinie
 surname	Łosiewicz
 city	Gniezno
 surname	Czerniakiewicza
 email	polchlopekkamila@example.org
 relative	dzieci
 document-number	HD5958
 city	Jaworznem
 pesel	61113050762
 pesel	29071541142
 email	szutaangelika@example.net
 phone	48 794 912 191
 document-number	6377-5982-6462
 city	Młavvie
 sex	kobieta
 pesel	42101166270
 surname	Maćków
 company	Spółdzielnia Bąkiewicz Sp.k.
 email	gjonczyk@example.org
 address	pl. Baczyńskiego 61/88 27-308 Skarżysko-K4mienna
 surname	Kubek
 email	emil50@example.net
 pesel	62061761605
 name	Boże
 email	cwolanczyk@example.com
 date	4533
 city	pl.
 city	Europie
 city	P4bianicach
 address	ul. Turkusowa 969 88-207 Reda
 email	fryderykkapcia@example.com
 company	PIP-u
 phone	737 13G 243
 phone	48 603 187 261
 address	pl. Różana 769 58-152 Poznań
 city	Zgorzelcu
 email	dawidczykpawel@example.net
 document-number	TH4008
 relative	Mama
 phone	48 602 352 716
 pesel	60041452286
 pesel	65091243839
 document-number	QW3023
 phone	48 694 262 646
 address	al. Fredry 593 70-147 Toruń
 city	Iw0
 name	Grzegorz
 relative	wujek
 address	aleja Wrzosowa 69/74 13-873 Będzin
 city	ulicy Zbożowej
 phone	48 790 026 350
 address	plac Freclry 22/1Z 55-779 Wieluń
 username	Dzień
 name	Konrad
 email	monikatwardy@example.com
 email	etrzmiel@example.net
 address	al. Tysiąclecia 31/14 32-794 Rumia
 username	Dziękuję
 pesel	74062240063
 company	e‑mail
 age	56
 city	pl.
 email	citkonatan@example.net
 pesel	89110956560
 relative	matka
 address	plac Skłodowskiej-Curie 19 78-344 Mysłowice
 name	Jessa
 surname	Giersz
 address	ulica Korczaka 845 74-875 Polkowice
 city	ulica Średnia
 name	Częstochowska
 name	S
 email	jmudlaff@example.net
 address	ul. Orzeszkowej 238 47-499 Bartoszyce
 document-number	6194-6098-6286
 document-number	7482-3785-7965
 phone	650 772 094
 company	PPUH Prasek
 name	Mazowieclci
 email	korneljodko@example.com
 address	pl. Wolności 91 24-281 Wągrowiec
 city	Elbląg
 city	8!4 Mińsk M4zowiecki
 email	bjezior@example.org
 date	23.03.2019
 city	Zgierz
 sex	kobieta
 city	Poznaniu
 age	64
 city	Złota
 surname	Migda
 username	Tak
 pesel	87110255160
 address	aleja Zielna 81/51 84-466 Bochnia
 address	pl. Dolna 48/87 56-574 Chrzanów
 address	al. Słowiańska 54/17 96-432 Katow1ce
 address	al. Żunawia 36/21 49-894 Nowy
 email	cywkapawel@example.org
 address	aleja Okulickiego 19 85-765 Groclzisk
 address	aleja Okulickiego 19 85-765 Groclzisk
 surname	Kłosowicz
 pesel	61092955780
 document-number	MX6011
 name	Juliana
 address	aleja Jarzębinowa 95/42 83-479 Szczytno
 address	ulica Długosza 380 25-968 Bochnia
 surname	Pacholczak
 phone	570 284 103
 name	Annę
 email	rozabiesek@example.com
 email	marekkabala@example.net
 email	monikakomisarczyk@example.org
 phone	48 785 627 249
 city	Biała Podlaska
 city	Chełm
 document-number	5646-5961-6561
 sex	kobieta
 document-number	1928-3476-9342
 username	Kwota
 document-number	SC5889
 phone	48 880 287 089
 name	Leon
 name	Filip
 address	aleja Wrzosowa 69/74 13-873 Będzin
 name	Elżbieta
 city	Żarach
 name	Lizoń
 document-number	6125-7435-1521
 email	kornelia22@example.com
 company	Bojdo Sp.j.
 date	1T listopada 2023
 address	ul. Sarnia 68 87-001 Świdnik
 surname	Krochmala
 name	Łukąsz
 pesel	13262048420
 surname	Rosołek
 city	Tantaczna
 school-name	szkole
 city	ulica
 company	ɾumia
 surname	Krępa
 surname	Pietraszkiewicz
 email	cezaryksiezak@ex4mple.com
 school-name	Szkoła Główna Handlowa uu Wanszawie
 school-name	szkole
 city	Świętochłowice
 city	ul.
 name	Fierek
 phone	48 737 427 684
 surname	Boclzak
 date	24.10.2016
 city	aleja Jarzębinowa
 school-name	Szkoła
 city	Lublin
 name	Arkadiuszem
 city	Gorzowa
 address	plac Zaułek 98/42 44-812 Ząbki
 pesel	43011829145
 surname	Cibor
 phone	570 940 044
 pesel	18122541471
 address	aleja Bałtycka 153 30-485 Inowrocłauu
 relative	Mąż
 email	ewa96@example.org
 phone	791 207 072
 document-number	AI9523
 name	Anna
 name	Jacek
 city	Kluczbork
 age	73
 phone	574 763 150
 age	42
 date	22 marca 1g82
 date	04
 name	Jędrzej
 company	Spółdzielnia Królik1ewicz
 name	Krystyną
 address	ul. Szeroka 74 05-128 Oleśnica
 company	z o.o. Sp.k.
 name	Karina
 pesel	03212173861
 name	Bianka
 age	47
 relative	matka
 phone	501 391 436
 city	Kędzierzyn
 phone	48 782 995 230
 phone	48 782 995 230
 city	plac Jabłoniowa 45/18
 surname	Kryszczuka
 email	juliusz19@example.org
 relative	dziecko
 phone	48 726 815 103
 company	Spółdzielnia Jakubaszek – Model A i Model B.
 email	aleksiejukmarika@example.com
 address	aleja Żąbia 59/2Z 70-711 ćhorzów
 company	Włocławek Inż Sonia Gałach
 surname	Gal
 name	redakfor
 date	1285
 age	22
 city	aleja Podgórna
 pesel	65022751028
 email	relert@example.com
 name	Schubert
 surname	Andruszko
 address	aleja Żytñia 173 16-510 Oleśnica
 address	aleja Żeromśkiego 31 26-369 Gdynia
 surname	Korzeniak
 city	Łukowie
 surname	Mysiak
 name	Piotra
 sex	kobieta
 city	Wrocław
 name	Damian
 city	alei Chmielnej
 pesel	18302941640
 city	ulicy Promiennej
 city	Konwaliowa
 company	FD9229
 name	P
 address	ulica Okrężna 682 54-648 Bydgoszcz
 username	Moja
 username	Tak
 age	88
 document-number	9548-2404-7312
 address	ul. Morcinka 67 01-886 Kłodzko
 email	fjama@example.org
 date	2483
 address	pl. Zachodnia 95A 04-203 Żagań
 name	Anna
 pesel	37062843100
 phone	789 714 173
 username	Mój
 city	pl.
 phone	48 733 724 986
 relative	mama
 email	radzewiczurszula@example.org
 email	jacek73@examp1e.org
 age	85
 relative	rodziców
 date	8 września 2021
 pesel	15121299961
 city	Czerwionka
 address	plac uuysoka 60/01 49-565 Wałcz
 city	Bartoszycach
 phone	607 182 495
 address	ulica Widokowa 21/l7 07-073 Nowa
 city	Jelenia Górą
 name	Błażej
 email	hubertmizgala@example.org
 address	ul. Sybiraków 97/22
 relative	mama
 surname	Prostak
 date	8138 6589
 pesel	08300950249
 city	Gorlicach
 address	plac Pułaskiego 34/93 25-881 Śuuinoujście
 company	z o.o.
 document-number	8034-5985-3068
 phone	48 799 750 811
 city	Gorzowa Wielkopolskiego
 city	Kościan
 name	Fwndacja
 age	35
 name	Icly
 email	recichwost@example.com
 address	al. Letnia 99/85 13-631 Kościerzyna
 pesel	16282689473
 city	al.
 surname	Wojtak
 address	pl. Chopina 61895
 address	plac Porzeczkowa 91 68-069 Goleniow
 company	dagmara17@example.org
 pesel	80070326668
 address	pl. Wspólna 36/63 21-890 Płock
 school-name	szkole
 address	pl. Prosta 970 59-654 Żyrardów
 company	e‑mail
 address	pl. W4ska 19/14 59-083 Rzeszów
 pesel	27051460656
 email	ryszard03@example.com
 date	dniu 3o czerwca 19B7
 document-number	3832-8234-4515
 pesel	18302941640
 name	Hubert
 email	mateuszsyslo@example.org
 city	Krakowska
 name	Huberta
 email	mieszkomaszkiewicz@example.net
 name	S
 date	1 października 2020
 email	xmarosz@example.net
 date	1460
 email	upacholik@example.com
 sexual-orientation	biseksualna
 email	mrorat@example.net
 name	Inga
 phone	660 026 981
 email	kotlarekjulianna@example.org
 email	natasza50@example.net
 address	al. Zielona 10/42 60-566 Ełk
 address	al. Zielona 10/42 60-566 Ełk
 company	Super
 city	Lubliniec
 username	Dziękuję
 address	plac Mała 04/85 82-458 Łomża
 document-number	8519-6038-6390
 document-number	6116-7600-9592
 city	Gliwic
 city	OKOLICE
 city	Gorlice
 surname	Saja
 address	ul. Kruczkowskiego 79 
 city	al.
 phone	608 209 588
 pesel	78061122320
 address	plac Nadrzeczna 58 60-237 Puławy
 company	💐
Cześć
 city	Chorzów
 city	plac Brzoskwiniowa
 address	al. Niecała 11/97 77-184 Sanok
 surname	Zbylut
 company	śyn s.c.
 job-title	nauczyciel
 age	45
 company	Chatbot
 pesel	16251297092
 city	Kętrzyna
 city	Kamiennej
 email	kuteranatasza@example.net
 city	Łomża
 company	Chatbot
 age	63
 school-name	szkole
 city	Biłgoraj
 pesel	89070839273
 surname	Jaźwiec
 pesel	63050970707
 company	Grupa Drygała
 company	Sklorz Sp.j
 pesel	10030809038
 document-number	7413-8861-3951
 city	Wesoła
 name	Tomasz
 address	plac Tysiąclecia 42/49 67-304 Knurów
 sex	mężczyzna
 surname	Bojdo
 school-name	szkole
 surname	Jędruszczak
 city	europejskim
 name	nadosław
 city	ulica
 surname	Abramović
 city	pl.
 date	12.04.1990
 pesel	15321810072
 phone	48 606 748 243
 health	astma
 pesel	20110806462
 email	mgas@example.ong
 age	20
 school-name	Szkoła Główna Gospodarstwa Wiejskiego w Warszawie jest c
 address	pl. Krzywa 06/15 18-317 Ostnóda
 document-number	1014-3944-3312
 relative	dziecko
 date	9399 2446 8405
 sex	mężczyzny
 username	Tak
 address	al. Rejtana 83 74-778 Świętochłowice
 email	eryk10@example.com
 phone	569 166 969
 name	Oskar
 address	plac Andersa 521 21-478 Sanok
 email	rwasiewicz@example.net
 email	sebastianruszel@example.net
 address	plac Radosna 653 71-606 Kościan
 name	Daniel
 pesel	51111471630
 school-name	Uniwersytetü Wrocławsk|ego
 document-number	MN8304
 city	aleja Łączn@
 city	Rumiankowa
 city	ulicy l
 date	98
 pesel	81021298535
 pesel	57122595257
 city	aleja Wysoka
 pesel	25122904300
 address	ul. Kowalska 559 49-641 Ostrów
 username	Dzień
 phone	48 724 865 935
 email	potokcyprian@example.net
 relative	dzieci
 date	12071999343
 school-name	Politechnika Poznańska organizuje zbiórkę lektur dla dzieci
 surname	Waluk
 email	mryndak@example.com
 name	Marianna
 city	Myszkowie
 name	Liwio
 document-number	XZ6334
 email	marcin84@example.org
 address	ul. Sawickiej 302 80-306 Brzeg
 name	Mikołajewicz
 city	Zakopane
 job-title	szef
 name	Marika
 document-number	HT8461
 city	plac ɾybacka
 email	bartmanliwia@example.net
 username	Oczywiście
 document-number	ZD7690
 pesel	14251039456
 phone	507 528 700
 email	galacha6nieszka@example.com
 pesel	62072288382
 relative	siostra
 email	mikolaj86@example.com
 phone	570 116 273
 email	mikolaj86@example.com
 name	Blanki
 address	pl. Broniewskiego 957 99-003 Toruń
 sex	mężczyzna
 pesel	33041103667
 phone	48 790 157 678
 city	aleja Kaszubska
 city	Nowowiejska
 sex	kobietą
 email	tola16@example.org
 date	9 września
 city	ulica
 phone	48 727 124 179
 address	pl. Sawickiej 92/45 
 phone	739 686 157
 phone	655 837 589
 surname	Gradek
 email	lukaszheleniak@example.org
 name	Ryszard
 phone	735 197 416
 address	plac Zaułek 98/42 44-812 Ząbki
 school-name	Uniwersytet
 phone	692 01G 835
 email	kruszonarafal@example.com
 surname	Tałaj
 pesel	32083137115
 company	Żyrardów
 email	sebastianheba@example.com
 relative	syn
 address	pl. Słowicza 48 08-549 Gorlice
 document-number	2384-2240-3937
 age	95
 sex	kobieta
 age	35
 pesel	91112597658
 city	Wodzisław Śląski
 health	ból
 pesel	41060774881
 address	plac Graniczna 04/42 
 address	al. Dojazdowa 88 63-965 Stalowa
 pesel	64062767383
 address	plac Plażowa 10/32 37-325 Chorzów
 phone	604 189 821
 address	al. Czereśniowa 78/48 40-801 Racibórz
 city	ul.
 relative	taty
 health	choroba
 city	fejkowa
 name	Fedyk
 sex	kobieta
 city	pl.
 city	Gdański
 job-title	Prawnik
 name	Antoni
 document-number	ZW2076
 document-number	5440-6439-1603
 pesel	35111880753
 name	Rafał
 phone	48 6O5 160 885
 document-number	6176-7345-1151
 email	ichochol@example.org
 sex	kobietą
 city	pl.
 city	Wrocław
 pesel	45082344516
 surname	Sidorczuk
 email	monikatwardy@example.com
 city	pl.
 address	pl. Kraszewskiego 97/4B 01-269 Malbork
 address	aleja Niecała 52 
 name	Adam
 date	17.12.1971
 name	Maciej
 age	50
 email	leszczykmaks@example.org
 city	IA2499
 surname	Kierepką
 city	Brzeg
 city	Okrzei
 phone	609 948 034
 surname	Troką
 relative	żona
 name	Emil
 city	Żurawia
 surname	Micał
 email	tadeusz51@example.org
 address	plac Chełmońskiego 39/09 39-479 Nowy
 phone	48 662 072 838
 name	PESEL
 surname	Stuglik
 city	Tychach
 city	McDonald's
 date	4671
 document-number	5335-2279-2036
 surname	Łacima
 address	plac Dąbrowskiej 84 95-436 Stargard
 sex	mężczyzna
 city	pl.
 relative	matkę
 document-number	CG5836
 city	plac Baczynskiego
 phone	781 B56 587
 company	Kę+rzyn
 email	igor50@example.com
 phone	886 003 503
 sex	mężczyzna
 age	38
 city	al.
 surname	Stypka
 phone	48 666 708 441
 email	marek04@example.org
 city	Bartoszyce
 name	Kamila
 company	Zespół Grupa Rohde
Witamy
 city	Tarnobrzeg
 name	Jakbyś
 email	jmalas@example.net
 company	arkadiusz00@exąmple.com
 document-number	3543-9618-1689
 phone	723 011 696
 email	razniakadrian@example.net
 job-title	dyrektor
 email	gryczjulian@example.org
 email	estrzepek@example.com
 address	al. Świerkowa 55 11-072 Płońsk
 name	Józef
 company	z o.o. Sp.k.
 name	Tadeuszu
 city	białoruska
 email	malwina49@example.com
 phone	48 786 290 647
 pesel	77082407638
 age	3h
 pesel	75090878705
 pesel	32101546648
 surname	Chorążewicz
 name	Fabian
 date	l maja
 phone	518 932 134
 age	34
 email	aureliakamyszek@example.org
 phone	575 510 319
 email	lukasz23@example.com
 sex	mężczyzną
 document-number	DE7068
 name	Kamila
 address	ulica Piastowska 438 72-420 Opole
 address	pl. Orzechowa 992 
 city	Chorzów
 email	rsykala@example.com
 email	melania04@example.org
 city	Białogard
 email	krystian69@example.net
 username	Tak
 city	Sadowa
 date	01.04.1980
 date	9825
 address	plac Błęki7na 358 74-356 Kościan
 phone	48 518 557 685
 surname	Ochabowi
 relative	mama
 email	rozalianiebudek@example.org
 address	pl. Lotnicza 561 32-312 Przemyśl
 date	1752
 pesel	39012931514
 pesel	39012931514
 city	Koszalin
 phone	48 b63 258 10S
 document-number	3322-1776-8299
 pesel	38020362051
 surname	Furgała
 relative	brata
 phone	834 563 667
 surname	Pacyga
 email	Kolarczykignacy@example.org
 document-number	7491-9931-8084
 email	idaglaza@example.net
 pesel	60102873821
 document-number	8808-9764-4357
 phone	6G6 973 340
 date	1710
 address	al. Jagodowa 82/73 14-120 Giżycko
 pesel	19282022002
 city	ulicy plac Pogodna
 address	plac Wypoczynkowa 29/72 11-458 Gdynia
 document-number	JP6312
 name	Jeremi
 age	93
 company	Karin@ Bystroń
 address	ulica Pszenna 34/26 12-618 Bielsk
 pesel	24082925525
 pesel	90101721894
 name	Tymon
 age	93
 phone	690 072 S18
 city	Stalowa Wola
 email	lukaszandrys@example.com
 pesel	37090561962
 city	Oświęcim
 document-number	FS8234
 city	Zakopane
 address	al. Jałowcowej 82 
 city	Lublinie
 phone	739 129 537
 sex	kobieta
 date	04310188106
 company	Niedośpiał Sp.k
 name	Mariusz
 address	al. Kochanowskiego 24/50 29-900 Bielawa
 name	Aleksander
 health	choroba
 date	21 czerwca
 pesel	92020577987
 address	ul. Towarowa 03
 city	Koszalinie
 surname	Steciuk
 job-title	szef
 document-number	5773-7457-7492
 username	Prawdopodobnie
 relative	syn
 city	Ukraińca
 relative	dzieci
 name	Albert
 date	02.
 name	Siwczak
 city	Starachowice
 email	yachtelik@example.org
 name	Eryk
 surname	Nóżka
 email	eskrzecz@example.org
 city	ul.
 company	e‑mail
 address	al. Orzechowa 37/41 27-233 Siemianowice
 address	al. Orzechowa 37/41 27-233 Siemianowice
